COUPLE ID,PARTICIPANT ID,TEXT,,,,
310,321," It's crazy to that when you're like separate or I mean, last term-- I guess I talked to a friend. Um, and I go about it and he said, the reason why-- did I tell you last week, about my failures when we were a child with efforts in Gangdong. It's because I was trying to mend things. You're not I say, you're not a genius. You can't just sit in area well. You have to focus. It's very competitive. If you do that, you put over here and there and there. You won't be able to get any of them actually.",,,,
310,322," Yeah, but now--",,,,
310,321, You have to have a focus and you already have focus.,,,,
310,322," Yeah, now I'm focused more on the editing part of it. I think the assessment training that-- in the other put more emphasis.",,,,
310,321," But why? Like when I tell you that your character is mostly the real bad, you don't listen at all. You have to wait three months, drawing those inventive right now. But when I told you, you just don't listen.",,,,
310,322," No, I'm not saying now anymore instead of training but, uh, I think maybe I will put a bit, uh, more emphasize on the trading job in US and the Ivy league jobs in Hongkong. It's for you and me, preparation?",,,,
310,321," Um, you know, um, it feels weird--um--",,,,
310,322, Sorry?,,,,
310,321," Yeah, maybe.",,,,
310,322, And also there is jobs in the US. That's interesting. What do you think of the place?,,,,
310,321, I don't know--I thought--,,,,
310,322, You won't consider a place here?,,,,
310,321," I am applying for this job but--the  is not what I, is not what I want--Um, it's whether they want me--The job market is very competitive.",," is not what I, is not what I want--Um, it's whether they want me--The job market is very competitive.",,
310,322, So what else are you considering in the US?,,,,
310,321," Uh, probably so--To see what I, yeah, apply for this job.",,,,
310,322,for salesmanship?,,,,
310,321," I'm really nervous because I don't think I find this job so, New Yorker's job and it's so important. Um--",,,,
310,322, Maybe it's kinda -- a base opportunity.,,,,
310,321," Uh, yeah, so I--I honestly don't know.",,,,
310,322, So how hard are you prepared for the green book?,,,,
310,321," Oh, I'm learning it, I'm learning brainteasers, and a little bit of calculus. I think it would go for the probability, in a way to the financial knowledge. It's, It's a-actually an interesting book, in terms of ",,,,
310,322, Have you read the green book? The ,,,,
310,321," Yeah, yeah, yeah. And her ",,,,
310,322," Oh yeah, have you read any problem in that book?",,,,
310,321," No, I hadn't. They post many questions. Uh, I feel like I'll sure read the green book first, and then, the how much far I guess you can reach",,,,
310,322," No, that means you really have to read.",,,,
310,321," Hmm... I don't know, I-- it frustrates me that it'll cost the same, and-- And I really don't know whether... And I feel like I am, I am stressed, and-- sometimes, I feel like I just don't want to work. Yeah, you should be the one who's working on this thing. ",,,,
310,322, Hmm? What?,,,,
310,321, You should be the one who's working and I'm staying at home. ,,,,
310,322," Yeah, that's also a good choice.",,,,
310,321," No, no, I'm not doing that.",,,,
310,322," You don't want, then- then, either if you don't work",,,,
310,321,  I want to stay in the US.,,,,
310,322, Hmm?,,,,
310,321, I want to stay in the US.,,,,
310,322," Yeah, that's correct. So you want definitely in US and not considering any job in Hong Kong?",,,,
310,321," Yeah. Yes. After all, I only apply for the in Hong Kong. So--",,,,
310,322," I'm, I'm now focusing more on US too... So it's actually, uh, just a, maybe if somewhere, consider a more big name... so it doesn't matter ",,,,
310,321, How many applications you needed for America this time?,,,,
310,322, Mm-hmm?,,,,
310,321," How many, how many times did you apply for America this time?",,,,
310,322," Thirty, or for- Fifty, I think.",,,,
310,321, In America?,,,,
310,322," Yeah, and mainly focus on sales and training and research and-- Yeah.Almost all the have applied for.",,,,
310,321, Hmm. Have you reached out?,,,,
310,322," It is not fun. Yeah? Yeah, reach out, yeah. I've definitely reached out to some of them. It's better to check them more than once, but uh, I think it's more important for us to or just, I think it's--",,,,
310,321," Yeah, yeah, I know, I know. I think it's so much more.",,,,
310,322," I will -- actually, more like the small companies in the US, and the big one in New York.",,,,
310,321," Hmmm. Yeah, maybe, and then we realize what happened. And, I don't know, parents don't want me going back ",,,,
310,322, Yeah. Certainly.,,,,
310,321," I--I don't want to disappoint them, and I can't do long distance.",,,,
310,322, True.,,,,
310,321," And... What's your plan in general? Americans, they know their career path in three or five years...",,,,
310,322, Hmm?,,,,
310,321, Have you ever considered your career path in three or five years?,,,,
310,322," It depends on my, uh, job. So what kind of program? I think, maybe you work in the company, um-",,,,
310,321, Yeah.,,,,
310,322," -at least for five years, until you get a social relation?",,,,
310,321," I see.  I'm just curious, in this interview question that I ask, what is your short term and long term goal of this thing?",,,,
310,322," Ah, short term and long term goal-",,,,
310,322," I will say uh, in the long term, I hope that I will become the leader in this department. And, uh, be able to, uh, see part of them and the others who might come into meeting our--that direction, and be more experienced, and, uh, have more client resource. And for short term of that dream, do that my job and uh, and just with my position, yeah, must be all job-related and department-related, I don't know I'm saying? I don't know.",,,,
310,321," Okay. Have you e-ever considered, what if eventually, you got a job, I mean, full time, in Hong Kong, then I got offered a job in America?",,,,
310,322," Uh. I think that's not a problem since I think after, after, the--ultimately I can't afford to have a job in New York, in the US. It's not.  Yeah.",,,,
310,321," What do you mean? Like, what if I got entrepreneur job in the US? And you got, like, how is it, like a, a bad decision in Hong Kong, would you, would you want to choose from?",,,,
310,322," I would say, uh-- I actually think I will get, also get a pretty good job in New York. If not, I will, uh, try to first join the company in Hong Kong, then try to move here.",,,,
310,321, That's your plan?,,,,
310,322," But I will mostly doesn't think that, uh, I will definitely get, uh, a full time position in New York.",,,,
310,321," Why are you so sure? I mean, probably for some position, the Hong Kong chance is better than the US chance.",,,,
310,322," Yeah, but I--You mean, big name--But I, actually, I will choose this morning, a word, ",,,,
310,321, So--What do--Hmmm. So-- There's actually not much to talk about.,,,,
310,322, So for how long has it been?,,,,
310,321, I think we stopped at seventeen.,,,,
310,322, I'll stop from seventeen? So this is over?,,,,
310,321, Yeah. I think so.,,,,
337,361, Last time it didn't go so well.,,,,
337,362, Can't smoke. What do you wanna talk about?,,,,
337,361, Can you. Where can I put that?,,,,
337,362," No, that's just wrong. Don't play with it, it's all gross.",,,,
337,361, It's really right?,,,,
337,362," Yeah, this is what my mother Okay, I can't do this.",,,,
337,361, Your mother?,,,,
337,362," All right, let's your father.",,,,
337,361," Okay so yeah, cause we always talk about your mother.",,,,
337,362," All right, my father-",,,,
337,361," What's wrong with my mother? Nah, I'm just playin', playin'.",,,,
337,362, I was like Damn.,,,,
337,361," I'm playin', I'm playin', um.",,,,
337,362, Feel a little churchy.,,,,
337,361," Nah, yeah. Why is that being churchy? Being a bird? Coo coo Coo coo. 362", Cause you can be the extra.,,,
337,361, I'll be extra?,,,,
337,362," No, you'll be extra.",,,,
337,361, I was just playin',,,,
337,362, Okay.,,,,
337,361," No, I want -",,,,
337,362," I was just playin'. I mean, your parents-- nah.",,,,
337,361," Okay, okay -",,,,
337,362, Your parents are older.,,,,
337,361," Yeah, I was gonna say-",,,,
337,362, My parents are younger.,,,,
337,361," This is, this is the thing. What I would rather like, now, have your parent or my parent? Yours. Because they drink. Like you know, to be honest like you know what I'm sayin? But like, I'm gonna say my whole thing. Like, your parents like are more accepting, like you know what I'm sayin? Like they accepted me. My father would never accept you under any circumstances. Even if you were me, like you know what I'm sayin? It wouldn't matter.",,,,
337,362," Well it's only a step that we - cause you wanted to talk to me. She ain't give done load of shit, cause she didn't give a fuck.",,,,
337,361, And she never cared that you were gay though.,,,,
337,362, No.,,,,
337,361, That's never been the issue.,,,,
337,362, The issue was always just me. She accepted me.,,,,
337,361, She just didn't no like you.,,,,
337,362," Yes. She just said that, ""I'm just gonna do what I wanna do, regardless of what -",,,,
337,361," But now, but now, she has another reason, but now it's me. Now she doesn't like me. And now I'm the cause of like all your guys problems and you guys were fine before you met me.",,,,
337,362, Yeah. Which a lie.,,,,
337,361, Is it true? I know that.,,,,
337,362, Cause he's crazy.,,,,
337,361," But that's my father too. Oh, but we were good before you -- no we weren't. You remember. I was - you remember me and my mother wasn't good.",,,,
337,362, I know you were just goin' to see them here and there and gettin' money and leaving.,,,,
337,361," Yeah. And he was wondering like, ""Oh."" Like my father was problem was, ""Oh, you just want my money and go. Oh, did Karen put that in your ear?"" Cause I'm tryin' to get a-- at the time I was trying to get a fuckin' degree, being homeless and all this other crazy shit. You know? Oh, you only want money, you only got -- I only got time to come get the money and go. Cause you don't know like, I gotta go to class and do this and do that, try to get something to eat, smoke, see my bitch and go back to the shelter by nine. You know what I'm sayin' like.",,,,
337,362," Mm-hmm. They understand none of that. Our mother act like the shelter wasn't hard. Oh and I was tellin' her, but with Ray, with Raymond, where everybody else she knows is hard cause she has never put them through it. She wouldn't even call Sherea.",,,,
337,361," Sherea she kinda did, but not really. She sent somebody to live down the block and let her to come home and get changed everyday.",,,,
337,362, Lived down the block?,,,,
337,361, It was right down the block.,,,,
337,362, Really? Down the block.,,,,
337,361, Ray was on Fordham.,,,,
337,362," Yeah, but that's not down the block. Ray was-- that's a whole other area from 174th, like if you think of life in the Bronx, like there's a whole, that's like a whole different type of people.",,,,
337,361," But I'm sayin', but I'm sayin' like you could come, we were in Brooklyn, 14th street, Queens, Astoria, you know in the shelter like, you could like go on the bus and get to your mother's house, you could take a cab to your mother's house.",,,,
337,362," I know, she thinks 17th but still.",,,,
337,361, Right there. Boom.,,,,
337,362, 15 and line.,,,,
337,361," Yeah but it's like, you know what I'm sayin'. Like-- it's crazy cause the Bronx, I used to really hang around in the Bronx a lot and I don't know why I just -- why are you lookin' like that?",,,,
337,362," No, I'm just--",,,,
337,361," I'm just sayin', remember out area where your mother's at, I used to be over there the whole time. Odd like.",,,,
337,362," I, um, crazy.",,,,
337,361, I just feel like the problem-,,,,
337,362," I gave Frank-- oh, okay.",,,,
337,361," Oh, which one? Angel? Angel?",,,,
337,362, Yeah.,,,,
337,361," I just put that as a thing. I put, um, they said what's the, um, um, repeated argument. I said, I just put Angel. Okay, the problem with my friend is that I know she ain't shit but it's like my only friend in the whole world.",,,,
337,362, I know but she really not shit.,,,,
337,361," But if I lose you, like I literally have nobody. Like--",,,,
337,362," I mean, I don't either --",,,,
337,361, No like I literally have nobody on this whole world who I could even go get a sandwich from.,,,,
337,362, Who can I? Who can I?,,,,
337,361," You got people. You got a whole apartment. Baby, if shit go bad tomorrow, I have to start my whole life over. Do you get that? Fuck all this politically correct shit, do you really understand?",,,,
337,362, Yes baby.,,,,
337,361," Like, you could wake up tomorrow and be like ""Fuck this bitch."" I'm not, I'm just sayin'.",,,,
337,362, Yes,,,,
337,361," These are real fears, like I have real abandonment issues because my mother abandoned me. So that's my expectation of people. We've been together six years, it don't matter. In my head it's like you know, you could wake up tomorrow and change your mind. Not feel like fuckin' with me anymore. People do it every day. People been married for 20 years and wake up and tell 'em, ""I'm goin' to fuck, I'm going to fuck the. ?",,,,
337,362, We're going to talk about friends and-,,,,
337,361, I'm goin' to fuck Blessin' and I ain't gonna change. You remember El's friend?,,,,
337,362, Yes. Yes.,,,,
337,361," I would've like, ""Shoot you're a blessing though.""",,,,
337,362, Yes but you're still talkin' about us and we're supposed to talk about Karen-,,,,
337,361, What are we supposed to talk about.,,,,
337,362, - and Franklin.,,,,
337,361, Shit that we argue about. Why are you tryin' to be fake for these cameras like we ever goin' to see these cameras again.,,,,
337,362, Okay.,,,,
337,361, My fault.,,,,
337,362," Okay. your friends, let's talk about that. We'll talk about--",,,,
337,361, What we talking about nice.,,,,
337,362, otherwise. The many friends. ,,,,
337,361," Well, I have many friends, I know my friends ain't shit. It was just my only one friend. -- yeah, I get it. I know you don't like him because she hurt me. You know, I get it.",,,,
337,362," I mean, I could",,,,
337,361," That's why I don't like your friends. I cut all my friends all the time, you cut on yo' of you friends all the time. When you feel like, when you feel like this might tomorrow, what would I say?",,,,
337,362," Nothing, I could have all my friends. Like, I can't somebody. I can't.",,,,
337,361," So, you told em' like what is that?",,,,
337,362," No, I am just taking it.",,,,
337,361, Are you I mean?,,,,
337,362, I would say attitude wait,,,,
337,361," I thought age before she can go and first met. A whole, I used to everything on myself.",,,,
337,362, And then you,,,,
337,361,"  You know what I mean? like, in the-- the change of dynamics to our relationship but that has nothin' to do with me and you, you know what I am sayin'? That's her being jealous.",,,,
337,362,  Uhm.,,,,
337,361," Like, coz she used to having all my money everything I do is always, and she's-- it's only me and her.",,,,
337,362, I know it.,,,,
337,361," Like mama I'm saying she said, I think you lose will see what do you gonna do. Will see what do you gon-- do something about money I'll get this.",,,,
337,362," This he is fucking-- she was like-- the fuck you thought. Does she sound say, ""I always give what is wrong with you?",,,,
337,361, Uhm. ,,,,
337,362, He's not going home with you.,,,,
337,361, But that's how ya' both feel about me. You know what I am sayin'?,,,,
337,362," But, that not will change.",,,,
337,361," But you know what I am sayin' that's how two, you know that's my nigger he's my best friend we] -- ey' then you like wow. Actually she was like, she told that I like I was she.",,,,
337,362," Yeah, 'coz when it comes to Tati, everything Tati.",,,,
337,361, Everything Tati want Tati gets.,,,,
337,362," Kills old, Don't let them sit on that bed. Con Tati. they can't sit on bed.",,,,
337,361, bed ,,,,
337,362, Tati. Tati.,,,,
337,361, Yeah that,,,,
337,362, From your rich.,,,,
337,361, We never ever go--,,,,
337,362, You let your everything. And then this one,,,,
337,361," And they lie about, and they lie about we have us really thinking my own now we know, we know.",,,,
337,362, We never ever had a fight. We would have been big.,,,,
337,361," And we would've both here in your mother's house, we would live in with your mother",,,,
337,362," Before you ever came in, that's",,,,
337,361, That's what I am saying.,,,,
337,362," Like daylight like your shaded line 'coz they never they nothing. Like, you know people crazy. Now my mother wanna know this is some people have not to notice. You know what I mean? Dumb niggra, you said you saw her barely.",,,,
337,361, How you get all out this?,,,,
337,362, Like your bitch boy.,,,,
337,361, And everybody knew it. That when that whole shit came out  I was like.,,,,
337,362, Remember she said.,,,,
337,361, You remember me sitting up and I was like angel.,,,,
337,362, When you,,,,
337,361, So- so and you- you copy I this whole time?,,,,
337,362, And they wanna say?,,,,
337,361," And even this Quan? I believe she was like and she was like go, relax I told you, I told you  I am like nah, you ain't never say that, you never said it. So we bought the I was like  like you know I say what I mean that anything. And all of a sudden that was crazy 'coz she definitely and she knew like she knew the two, 'coz she got it like police used to blow up all the time. And I know Angel's face when she's caught in a lie. She's be like-- like you know see I know that face like so I knew when it came out that she knew that I knew she lie.",,,,
337,362," the whole story. Oh now they tell you, I did tell you",,,,
337,361," No, no, no, no And I was there ",23,52] you never said that.,,
337,362," No, she never wanna say Finally will that, they will going to pry with all that hanging stuff over. The night She felt like smoking with us or whatever she decide",,,,
337,361, It feels tonight for us instead her,,,,
337,362, And we said it.,,,,
337,361, She went to Tati's house the day before we said it was.,,,,
337,362, Watch this.,,,,
337,361, 'Coz we just finished our,,,,
337,362," Yeah, and there's nothing else for you to benefit from",,,,
337,361," No, no",,,,
337,362, And then she was in the next day we argued. Do we even argue in she argue with somebody else and decided to leave. But never let pry just,,,,
337,361, She got to ran to Felicia and left us.,,,,
337,362," Yes, left 'Licia",,,,
337,361, After we,,,,
337,362," Yes, and left where everything",,,,
337,361, Nah. And she nothing.,,,,
337,362, Nice.,,,,
337,361," Anything like that, but if we was only wha- a bottle anything and he goes in",,,,
337,362," Something- the- she got no one else as we just- yo- yo- we just set in you know, we both, we bot match in for pry.",,,,
337,361, Sound in so?,,,,
337,362, Cute is like craziness.,,,,
337,361," I told you, I told you that",,,,
337,362, Uhm.,,,,
337,361, I'm prepared nigger,,,,
337,362," Licia- Licia is the one that allow so is that one in prison game girls. We got to put Felicia around, Black tutu or some shit",,,,
337,361," Yeah, crazy.",,,,
337,362," Yes, I don't know what were you think about I have my dress on.",,,,
337,362, I like dress on Fri.,,,,
337,361, Ok.,,,,
337,362, You bulb buck in. There is a white dress on nah.,,,,
337,361, It was dirty?,,,,
337,362," Yeah, it got stain on it. Remember someone it was this like, it was getting dingy.",,,,
337,361, Uhh-uhh.,,,,
337,362," Cause it had got away, it was cute.",,,,
337,361, I can't remember.,,,,
337,362," Remember, this girl Katie stole it.",,,,
337,361," She stole your eight ball jacket too, didn't she? I was so mad, I was so mad about that.",,,,
337,362, That was Lee.,,,,
337,361, How was Lee? How did Lee steal you,,,,
337,362, Cause' I got this trash in the house and the base like they put my shit downstairs and then-,,,,
337,361, And you you know that's mine give it to me.,,,,
337,362, Like everybody get no shit back. Like I didn't get nothing.,,,,
337,361, You never saw it where?,,,,
337,362," No, no.",,,,
337,361, Cause she know,,,,
337,362," Whatever in the house said that you know, like--",,,,
337,361, Who's going trough my shit? Who can fit my shit?,,,,
337,362, Cassey big ass couldn't fit my shit and look th- the d wade on try that who cannot fit my shitty. Nobody Even when um- that boy Dada he was one must,,,,
337,361, He's getting big/,,,,
337,362," He's tall, he's tall exactly so it's not barely he could put a shirt on that's fine but he will'cause ",,,,
337,361, And he always guys along,,,,
337,362," Yeah, but like to and they took some our clothes in. That was it.",,,,
337,361, But why is he even do that?,,,,
337,362, We got and you know it so crazy though,,,,
337,361, It wasn't as it is.,,,,
337,362," Bring me, they couldn't on sunset. No, maybe they ",26,"46] and we saw it down stairs someone go do their laundry, th- the room ",26,"51] the room they go downstairs there's a door right here, that's where you put your shit in and it supposed to be locked, it's not a real lock. It's like- it's like- it's like a- a door knob and you can put a thing and pop it open 'cause that's all you needed to do was pop it open."
337,361, And go to the niggers is bomb.,,,,
337,362," And go to the Baby, and you have some my look cause at least someone on stage watching cause this is me. Have some on stage watching.",,,,
337,361, When group of,,,,
337,362," Hmm-- Kitty cat, my eyes on you.",,,,
337,361, Look-,,,,
337,361, You are actually what I mention. My- uhm- we- no-,,,,
337,362, What?,,,,
337,361," They are good, yes.",,,,
337,362, Lying.,,,,
337,361, No!,,,,
337,362, My sister.,,,,
337,361, My sister you suck. What- what about your sister?,,,,
337,362," I know, we argue",,,,
337,361, Who's sister?,,,,
337,362," My sisters, we argue all the time.",,,,
337,361," Oh, I still love them, they just- I'm not gonna bitch five dollars when she's still living at house. Like you know what I am saying? I spent on one see how friend-- take advantage on guy still work smack that old boy.",,,,
337,362, I know.,,,,
337,362," I really and pussy ya' old pussy. And I'm-- I set up like hey where you came running for me days stop laughing? Hey everybody, every time talk.",,,,
337,362, They like-,,,,
337,362," The woman downstairs a little black ford. You missed me? I was like. Boy, do anybody even know you? ",,,,
337,361, And what he say?,,,,
337,362," Yo, She am was a weak like she was really laughing, like, I mean dying a little little girls like, like her 'cause",,,,
337,361," I know like it was a  and first of all she was looking at she's thinking. She never really speak, she just-- I was like, uh- I hate to people sharing that way. Like-- Why do you you not that type of person, that's not how we grew up girl. Look at me. Who you grow like that? What's the end is crazy she ended, she ended",,,,
337,362," Not, nobody supply.",,,,
337,361," 'Cause smoke got smoke with other kids to play, 'cause they won't play. Then smoke to he was the one saying that he better be old he smoke, lady is not smoking today. And the girl, he just didn't want to smoke today 'cause it's gonna be all clothes. He said",,,,
337,362," Full of smoke, you're an idiot.",,,,
337,361," Alright, well, dumb with this kids? We've been chill with people like that. We ranch it cause we was chill out on click. We could have at them.",,,,
339,366,Ok I put that as one of my things,,,,
339,365, I did too. That?s funny. Uh well and on uncertain terms I love your family. I want them to like me.,,,,
339,366, You know my family likes you. ,,,,
339,365, Like I?ve been so happy not having to deal with my family at all.,,,,
339,366," As long as my family respects that we don?t have to talk to my dad, things are fine.",,,,
339,365, Yea,,,,
339,366, Things are fine but they wanted you to get property in their area.,,,,
339,365," I want to. I really like your family, like I?m so jealous",,,,
339,366, My family?s easy,,,,
339,365," I don?t have, like, this literally has been, like I have been sitting on like, like an?",,,,
339,366, I felt weird because I do differently but like so do you like more than me. Just you,,,,
339,365," Oh my god literally, literally the main reason I?ve been sitting on the draft of that email, like maybe like 2/3s done, and just, it?s because, like, I?m just scared, if you know I want to go back to school I?m scared, because I just loved not having them in our lives at all.",,,,
339,366, I know it?s been really nice.,,,,
339,365, And they just ? ,,,,
339,366, They constantly just crazy like you don?t know what psycho thing they are going to do next.,,,,
339,365, I mean yeah I think that you know obviously no incorporating my side of the family into our relationship whatsoever is the best way to go about it.,,,,
339,366,  it?s like your parents drag everyone else into their shitty relationship?,,,,
339,365, I mean yeah ,,,,
339,366," Like I still can?t believe they wanted me to weigh in on, like, their marital problems like the day that I met them . I can?t I can?t these people like .",,,,
339,365," They blew it, they blew it like right away. Like any chance of having a relationship with you.",,,,
339,366, Also when your mom called my doctor to try to get them to give them my test results.,,,,
339,365, That was so inappropriate. ,,,,
339,366, That was so crazy ,,,,
339,365," Asking about you, they like don?t really want any of the background or whatever. They?ve just given up on everything?",,,,
339,365, ?like I think at this point that I?m not talking to them at all talking to you is so far off the table because right now they are so desperate to have a relationship with me. That they are not even considering the possibility of?,,,,
339,366, But like they didn?t care about you when I was interacting with them because your father would just like sit there and speak German and like ,,,,
339,365,I just like remember like even with like the shadow of like your  they like hang over it. You know we had so much fun at that Mexican place or when like?,,,,
339,366," Well it?s awful  my family has like. Like, at funerals and stuff , their always like flirting.",,,,
339,365, Why shouldn?t they. ,,,,
339,366, I don?t know if it?s like a cultural thing.,,,,
339,365," It?s like I just never like I never had a big family, I guess now there?s a big family in Hamburg, but I?m like not a part of that?",,,,
339,366, Yea,,,,
339,365, You know what no one in our family is. They wouldn?t have named their kid Mutz which is like two letters away from mutis (sp?).,,,,
339,366," Yea, they thought that you were close.",,,,
339,365,I,,,,
339,366," It?s like, yea",,,,
339,365,"Like obviously there is no, this is while my brother was living there is like, I think that, no, what I do, I do I really want?",,,,
339,366, But that?s because they hate your mom.,,,,
339,365, I?m like I?m self-conscious. I hate her so much. It?s hilarious. Everyone in my family hates her.,,,,
339,366, Your dad most of all .,,,,
339,365," Except for my brother, he?s like obsessed with her.",,,,
339,366," Oh yea, motherboy.",,,,
339,365," I was just so, like it?s funny because when we were hanging out with your, I can?t believe his middle name is motherfucker, like when we were hanging out with your mother at the Mexican restaurant I was so self-conscious they wouldn?t like me and then I was just like?",,,,
339,366," I don?t know why you worry, my family?",,,,
339,365, I don?t know like remember when I?,,,,
339,366," Oh right because you heard everybody gossip about, um?",,,,
339,365, Corey,,,,
339,366, About Corey,,,,
339,365," Yeah, well I just?",,,,
339,366," Yea but, I mean, nobody hides it, so you would know if they were gossiping about you.",,,,
339,365, I know.,,,,
339,366, You know everybody just hasn?t reached a consensus,,,,
339,365,"I was like, we were like sharing food because we didn?t know Taylor was going to pay for it ?",,,,
339,365," ?and then I left you like one of each things, like I left you like a piece of shrimp and a piece of each of the vegetables, and your family thought that was so, like?",,,,
339,366, Well I mean I really wasn?t hungry though.,,,,
339,365, No I know,,,,
339,366, And  to go,,,,
339,365," They were like ?aww? and I was like I didn?t mean it like that. I just like always do that you gotta . Is that not a thing that other people do? No I just like really, I really liked your family.",,,,
339,366, My family is easy.,,,,
339,365, Like once your dad?s?,,,,
339,366, Yeah and Christopher really looks up to you.,,,,
339,365, Does he?,,,,
339,366," Yea, Christopher thinks you?re so cool.",,,,
339,365," Really. That?s so weird to me. I thought Lance was so cool when I first met him. But then like I remember, like, when we were hanging out with him again, I, like, saw him as an equal.",,,,
339,366, Yea the age difference is a lot more ? when we started going out.,,,,
339,365," Yea like, yea when we first met like when we first were",,,,
339,366, It?s weird for me too because I think of him as a lot older.,,,,
339,365," Alright like it was weird because like when we first hung out like back in 2012 or whatever, when I first met him I really saw like that he was so cool and like, like you have such a cool older brother and like I could see like a lot of you in him and, like, politically and stuff, but I never, I didn?t think of him as like an equal, you know. And then we were just like hanging out at your granny?s house, I like, there was no point where I like, thought I was?",,,,
339,366, It was weird,,,,
339,365," Yea, it was just weird because he?s like what, 32? ",,,,
339,366,Yea,,,,
339,365," He?s not like at a life stage where he?s like, cause let?s say",,,,
339,366, I know we?re at the same life stage.,,,,
339,365," Let?s say we?re in a parallel universe where Lance, you know?",,,,
339,365," Like, like you know someone who went to like a 9-5 job in like a three piece suit at like a bank or something and like worked?",,,,
339,366, Yeah,,,,
339,365," You know, and then it would be, then I would feel like I?m, like I?m not the adult that he is, and it?s like, I like your brother but obviously it was more like",,,,
339,366, Mhm,,,,
339,365," No I, I really want your family to like me though, that?s like so important to me",,,,
339,366," I don?t want my dad, I would never want to be with someone who my dad liked",,,,
339,365," Oh! Well yeah. Yea I mean, he?s the biggest, it sucks. I mean I think that you need to make sure that you don?t let your dad take your family away from you. ",,,,
339,366, Their not his family.,,,,
339,365," Well yeah, but he?",,,,
339,366, My mom?s side of the family?,,,,
339,365, Well yea but there was like a month over this summer that we were talking about going and ,,,,
339,366, and I got too scared.,,,,
339,365, you get like panic-y about the thought of having to see that piece of shit again.,,,,
339,366, Because he did try to like ambush us.,,,,
339,365, Yea,,,,
339,366, That was an apology,,,,
339,365, No,,,,
339,366, No,,,,
339,365," That was really satisfying, god",,,,
339,366, Yea I really enjoyed,,,,
339,365," Like, no he?s, like you shouldn?t",,,,
339,366,  like easier,,,,
339,365, You should be able to go,,,,
339,366, I don?t know what to do about yours.,,,,
339,365," Oh nothing, wait til they die.",,,,
